user_id,subscription_start_date,plan_type,monthly_price,status
9446,2025-02-05,Basic,9.99,active
9456,2025-02-06,Standard,14.99,active
9464,2025-02-05,Premium,19.99,active
9467,2025-02-04,Basic,9.99,active
9472,2025-02-04,Standard,14.99,active
9476,2025-02-06,Standard,14.99,active
9483,2025-02-02,Standard,14.99,active
9486,2025-02-07,Basic,9.99,active
9489,2025-02-05,Premium,19.99,active
9490,2025-02-02,Standard,14.99,active
9491,2025-02-07,Standard,14.99,active
9498,2025-02-01,Standard,14.99,active
9505,2025-02-03,Basic,9.99,active
9506,2025-02-05,Basic,9.99,active
9509,2025-02-07,Basic,9.99,active
9515,2025-02-02,Premium,19.99,active
9516,2025-02-04,Basic,9.99,active
9519,2025-02-02,Premium,19.99,active
9524,2025-02-02,Basic,9.99,active
9531,2025-02-03,Standard,14.99,active
9539,2025-02-04,Basic,9.99,active
9550,2025-02-05,Standard,14.99,active
9555,2025-02-04,Standard,14.99,active
9558,2025-02-06,Standard,14.99,active
9567,2025-02-07,Basic,9.99,active
9570,2025-02-05,Basic,9.99,active
9574,2025-02-05,Standard,14.99,active
9584,2025-02-06,Basic,9.99,active
9589,2025-02-03,Standard,14.99,active
9597,2025-02-04,Premium,19.99,active
9602,2025-02-06,Basic,9.99,active
9607,2025-02-07,Standard,14.99,active
9609,2025-02-06,Premium,19.99,active
9612,2025-02-03,Basic,9.99,active
9613,2025-02-03,Standard,14.99,active
9615,2025-02-04,Standard,14.99,active
9617,2025-02-07,Basic,9.99,active
9631,2025-02-07,Standard,14.99,active
9636,2025-02-03,Basic,9.99,active
9642,2025-02-07,Basic,9.99,active
9647,2025-02-02,Basic,9.99,active
9652,2025-02-08,Basic,9.99,active
9659,2025-02-08,Basic,9.99,active
9664,2025-02-04,Standard,14.99,active
9665,2025-02-08,Basic,9.99,active
9667,2025-02-08,Standard,14.99,active
9673,2025-02-07,Basic,9.99,active
9677,2025-02-03,Premium,19.99,active
9681,2025-02-07,Premium,19.99,active
9683,2025-02-03,Standard,14.99,active
9695,2025-02-06,Standard,14.99,active
9697,2025-02-05,Basic,9.99,active
9725,2025-02-05,Premium,19.99,active
9731,2025-02-03,Basic,9.99,active
9738,2025-02-08,Basic,9.99,active
9755,2025-02-02,Standard,14.99,active
9758,2025-02-04,Basic,9.99,active
9761,2025-02-06,Standard,14.99,active
9764,2025-02-03,Standard,14.99,active
9785,2025-02-06,Basic,9.99,active
9790,2025-02-03,Standard,14.99,active
9791,2025-02-08,Basic,9.99,active
9796,2025-02-04,Basic,9.99,active
9798,2025-02-08,Standard,14.99,active
9799,2025-02-05,Premium,19.99,active
9805,2025-02-08,Standard,14.99,active
9812,2025-02-03,Standard,14.99,active
9815,2025-02-03,Basic,9.99,active
9835,2025-02-08,Standard,14.99,active
9836,2025-02-02,Premium,19.99,active
9839,2025-02-06,Basic,9.99,active
9845,2025-02-04,Premium,19.99,active
9853,2025-02-04,Premium,19.99,active
9857,2025-02-03,Basic,9.99,active
9868,2025-02-05,Basic,9.99,active
9873,2025-02-07,Standard,14.99,active
9876,2025-02-04,Basic,9.99,active
9877,2025-02-04,Standard,14.99,active
9885,2025-02-04,Basic,9.99,active
9887,2025-02-03,Basic,9.99,active
9903,2025-02-06,Basic,9.99,active
9905,2025-02-04,Basic,9.99,active
9912,2025-02-09,Standard,14.99,active
9922,2025-02-08,Basic,9.99,active
9925,2025-02-04,Basic,9.99,active
9929,2025-02-04,Standard,14.99,active
9931,2025-02-03,Basic,9.99,active
9932,2025-02-08,Standard,14.99,active
9949,2025-02-07,Premium,19.99,active
9950,2025-02-05,Basic,9.99,active
9956,2025-02-06,Standard,14.99,active
9977,2025-02-07,Standard,14.99,active
9979,2025-02-03,Basic,9.99,active
9982,2025-02-06,Premium,19.99,active
9984,2025-02-03,Standard,14.99,active
9990,2025-02-04,Basic,9.99,active
9995,2025-02-04,Basic,9.99,active
9997,2025-02-05,Standard,14.99,active
10000,2025-02-09,Standard,14.99,active
10005,2025-02-07,Standard,14.99,active
10006,2025-02-09,Premium,19.99,active
10014,2025-02-03,Standard,14.99,active
10020,2025-02-08,Basic,9.99,active
10023,2025-02-09,Standard,14.99,active
10025,2025-02-06,Standard,14.99,active
10026,2025-02-03,Basic,9.99,active
10032,2025-02-09,Standard,14.99,active
10038,2025-02-08,Basic,9.99,active
10046,2025-02-03,Basic,9.99,active
10049,2025-02-08,Standard,14.99,active
10053,2025-02-06,Standard,14.99,active
10059,2025-02-09,Standard,14.99,active
10061,2025-02-03,Standard,14.99,active
10064,2025-02-09,Standard,14.99,active
10070,2025-02-08,Standard,14.99,active
10071,2025-02-04,Basic,9.99,active
10072,2025-02-07,Basic,9.99,active
10073,2025-02-09,Standard,14.99,active
10075,2025-02-06,Standard,14.99,active
10077,2025-02-07,Basic,9.99,active
10080,2025-02-09,Basic,9.99,active
10090,2025-02-05,Standard,14.99,active
10102,2025-02-09,Standard,14.99,active
10108,2025-02-04,Standard,14.99,active
10112,2025-02-04,Basic,9.99,active
10117,2025-02-05,Standard,14.99,active
10119,2025-02-08,Basic,9.99,active
10129,2025-02-04,Basic,9.99,active
10132,2025-02-07,Basic,9.99,active
10134,2025-02-09,Basic,9.99,active
10141,2025-02-05,Basic,9.99,active
10143,2025-02-05,Basic,9.99,active
10147,2025-02-03,Basic,9.99,active
10152,2025-02-03,Basic,9.99,active
10158,2025-02-05,Basic,9.99,active
10159,2025-02-06,Basic,9.99,active
10161,2025-02-09,Standard,14.99,active
10162,2025-02-05,Premium,19.99,active
10167,2025-02-07,Standard,14.99,active
10189,2025-02-06,Basic,9.99,active
10192,2025-02-05,Basic,9.99,active
10196,2025-02-06,Basic,9.99,active
10218,2025-02-05,Basic,9.99,active
10225,2025-02-06,Basic,9.99,active
10226,2025-02-08,Premium,19.99,active
10227,2025-02-07,Standard,14.99,active
10235,2025-02-07,Basic,9.99,active
10242,2025-02-06,Basic,9.99,active
10243,2025-02-05,Basic,9.99,active
10249,2025-02-05,Basic,9.99,active
10251,2025-02-04,Basic,9.99,active
10263,2025-02-08,Standard,14.99,active
10267,2025-02-07,Basic,9.99,active
10274,2025-02-09,Standard,14.99,active
10288,2025-02-07,Basic,9.99,active
10294,2025-02-10,Standard,14.99,active
10297,2025-02-06,Basic,9.99,active
10298,2025-02-10,Standard,14.99,active
10302,2025-02-10,Standard,14.99,active
10304,2025-02-09,Standard,14.99,active
10316,2025-02-05,Basic,9.99,active
10334,2025-02-04,Basic,9.99,active
10335,2025-02-04,Premium,19.99,active
10339,2025-02-08,Basic,9.99,active
10347,2025-02-09,Standard,14.99,active
10350,2025-02-10,Standard,14.99,active
10364,2025-02-04,Standard,14.99,active
10381,2025-02-07,Standard,14.99,active
10394,2025-02-04,Premium,19.99,active
10409,2025-02-09,Basic,9.99,active
10414,2025-02-06,Basic,9.99,active
10419,2025-02-07,Basic,9.99,active
10421,2025-02-06,Basic,9.99,active
10424,2025-02-05,Standard,14.99,active
10425,2025-02-06,Basic,9.99,active
10429,2025-02-04,Standard,14.99,active
10430,2025-02-08,Standard,14.99,active
10431,2025-02-08,Standard,14.99,active
10433,2025-02-07,Standard,14.99,active
10435,2025-02-08,Premium,19.99,active
10444,2025-02-06,Premium,19.99,active
10448,2025-02-04,Standard,14.99,active
10465,2025-02-07,Basic,9.99,active
10469,2025-02-08,Standard,14.99,active
10470,2025-02-05,Basic,9.99,active
10477,2025-02-09,Standard,14.99,active
10482,2025-02-06,Premium,19.99,active
10490,2025-02-07,Basic,9.99,active
10492,2025-02-10,Basic,9.99,active
10497,2025-02-10,Standard,14.99,active
10499,2025-02-05,Standard,14.99,active
10500,2025-02-10,Basic,9.99,active
10501,2025-02-07,Basic,9.99,active
10502,2025-02-07,Basic,9.99,active
10511,2025-02-09,Premium,19.99,active
10516,2025-02-05,Standard,14.99,active
10534,2025-02-11,Basic,9.99,active
10535,2025-02-05,Standard,14.99,active
10537,2025-02-10,Basic,9.99,active
10538,2025-02-10,Basic,9.99,active
10540,2025-02-11,Basic,9.99,active
10544,2025-02-11,Basic,9.99,active
10552,2025-02-07,Basic,9.99,active
10567,2025-02-05,Basic,9.99,active
10568,2025-02-08,Basic,9.99,active
10570,2025-02-11,Basic,9.99,active
10579,2025-02-10,Basic,9.99,active
10581,2025-02-08,Basic,9.99,active
10588,2025-02-09,Basic,9.99,active
10589,2025-02-06,Standard,14.99,active
10592,2025-02-06,Premium,19.99,active
10597,2025-02-07,Basic,9.99,active
10600,2025-02-09,Standard,14.99,active
10601,2025-02-06,Standard,14.99,active
10603,2025-02-06,Standard,14.99,active
10604,2025-02-11,Standard,14.99,active
10605,2025-02-10,Basic,9.99,active
10607,2025-02-05,Basic,9.99,active
10608,2025-02-06,Basic,9.99,active
10609,2025-02-08,Premium,19.99,active
10610,2025-02-05,Basic,9.99,active
10622,2025-02-09,Basic,9.99,active
10625,2025-02-06,Standard,14.99,active
10627,2025-02-11,Basic,9.99,active
10634,2025-02-11,Basic,9.99,active
10636,2025-02-07,Basic,9.99,active
10637,2025-02-06,Premium,19.99,active
10640,2025-02-05,Basic,9.99,active
10650,2025-02-08,Standard,14.99,active
10662,2025-02-06,Basic,9.99,active
10664,2025-02-10,Premium,19.99,active
10665,2025-02-10,Standard,14.99,active
10688,2025-02-09,Basic,9.99,active
10696,2025-02-09,Basic,9.99,active
10698,2025-02-11,Standard,14.99,active
10699,2025-02-09,Standard,14.99,active
10704,2025-02-06,Standard,14.99,active
10712,2025-02-11,Basic,9.99,active
10713,2025-02-06,Standard,14.99,active
10720,2025-02-09,Premium,19.99,active
10723,2025-02-07,Basic,9.99,active
10741,2025-02-10,Basic,9.99,active
10743,2025-02-09,Basic,9.99,active
10746,2025-02-11,Basic,9.99,active
10748,2025-02-11,Standard,14.99,active
10763,2025-02-10,Basic,9.99,active
10773,2025-02-11,Premium,19.99,active
10776,2025-02-09,Standard,14.99,active
10780,2025-02-10,Standard,14.99,active
10787,2025-02-05,Basic,9.99,active
10794,2025-02-08,Standard,14.99,active
10803,2025-02-11,Basic,9.99,active
10833,2025-02-08,Standard,14.99,active
10835,2025-02-12,Standard,14.99,active
10837,2025-02-10,Basic,9.99,active
10845,2025-02-08,Basic,9.99,active
10853,2025-02-11,Standard,14.99,active
10855,2025-02-12,Basic,9.99,active
10858,2025-02-07,Premium,19.99,active
10869,2025-02-12,Basic,9.99,active
10879,2025-02-07,Standard,14.99,active
10890,2025-02-10,Premium,19.99,active
10902,2025-02-12,Standard,14.99,active
10922,2025-02-11,Basic,9.99,active
10943,2025-02-10,Premium,19.99,active
10957,2025-02-08,Standard,14.99,active
10958,2025-02-06,Standard,14.99,active
10960,2025-02-07,Basic,9.99,active
10965,2025-02-11,Standard,14.99,active
10972,2025-02-08,Premium,19.99,active
10974,2025-02-06,Standard,14.99,active
10983,2025-02-07,Basic,9.99,active
10987,2025-02-12,Standard,14.99,active
10991,2025-02-06,Basic,9.99,active
10993,2025-02-07,Premium,19.99,active
11006,2025-02-07,Standard,14.99,active
11007,2025-02-11,Basic,9.99,active
11012,2025-02-12,Standard,14.99,active
11015,2025-02-10,Basic,9.99,active
11017,2025-02-06,Basic,9.99,active
11019,2025-02-06,Basic,9.99,active
11020,2025-02-12,Premium,19.99,active
11022,2025-02-10,Premium,19.99,active
11024,2025-02-10,Basic,9.99,active
11026,2025-02-09,Basic,9.99,active
11034,2025-02-11,Basic,9.99,active
11045,2025-02-11,Basic,9.99,active
11061,2025-02-07,Premium,19.99,active
11078,2025-02-09,Premium,19.99,active
11084,2025-02-11,Standard,14.99,active
11086,2025-02-07,Standard,14.99,active
11091,2025-02-10,Premium,19.99,active
11094,2025-02-12,Basic,9.99,active
11096,2025-02-09,Standard,14.99,active
11103,2025-02-09,Basic,9.99,active
11106,2025-02-07,Basic,9.99,active
11109,2025-02-13,Basic,9.99,active
11122,2025-02-12,Standard,14.99,active
11123,2025-02-12,Basic,9.99,active
11134,2025-02-13,Basic,9.99,active
11149,2025-02-08,Basic,9.99,active
11151,2025-02-09,Basic,9.99,active
11157,2025-02-13,Basic,9.99,active
11159,2025-02-13,Basic,9.99,active
11161,2025-02-13,Basic,9.99,active
11162,2025-02-10,Standard,14.99,active
11174,2025-02-13,Standard,14.99,active
11187,2025-02-11,Basic,9.99,active
11202,2025-02-12,Basic,9.99,active
11226,2025-02-12,Standard,14.99,active
11228,2025-02-11,Standard,14.99,active
11232,2025-02-13,Basic,9.99,active
11245,2025-02-13,Basic,9.99,active
11253,2025-02-07,Basic,9.99,active
11261,2025-02-13,Basic,9.99,active
11266,2025-02-12,Standard,14.99,active
11268,2025-02-11,Standard,14.99,active
11275,2025-02-13,Basic,9.99,active
11279,2025-02-07,Basic,9.99,active
11280,2025-02-12,Basic,9.99,active
11285,2025-02-11,Standard,14.99,active
11286,2025-02-09,Basic,9.99,active
11290,2025-02-11,Basic,9.99,active
11292,2025-02-11,Standard,14.99,active
11297,2025-02-11,Standard,14.99,active
11304,2025-02-10,Basic,9.99,active
11316,2025-02-09,Standard,14.99,active
11320,2025-02-08,Basic,9.99,active
11323,2025-02-11,Basic,9.99,active
11336,2025-02-12,Basic,9.99,active
11338,2025-02-11,Basic,9.99,active
11339,2025-02-09,Basic,9.99,active
11344,2025-02-12,Basic,9.99,active
11345,2025-02-07,Premium,19.99,active
11347,2025-02-10,Standard,14.99,active
11350,2025-02-13,Standard,14.99,active
11365,2025-02-13,Basic,9.99,active
11419,2025-02-14,Premium,19.99,active
11420,2025-02-12,Basic,9.99,active
11422,2025-02-14,Standard,14.99,active
11428,2025-02-11,Standard,14.99,active
11443,2025-02-14,Basic,9.99,active
11444,2025-02-11,Basic,9.99,active
11447,2025-02-09,Standard,14.99,active
11461,2025-02-13,Standard,14.99,active
11462,2025-02-11,Standard,14.99,active
11466,2025-02-08,Standard,14.99,active
11467,2025-02-11,Standard,14.99,active
11468,2025-02-09,Basic,9.99,active
11470,2025-02-09,Standard,14.99,active
11477,2025-02-13,Basic,9.99,active
11479,2025-02-14,Basic,9.99,active
11484,2025-02-14,Premium,19.99,active
11486,2025-02-09,Basic,9.99,active
11489,2025-02-13,Basic,9.99,active
11494,2025-02-12,Basic,9.99,active
11500,2025-02-14,Premium,19.99,active
11501,2025-02-11,Basic,9.99,active
11510,2025-02-12,Premium,19.99,active
11512,2025-02-12,Basic,9.99,active
11513,2025-02-12,Standard,14.99,active
11516,2025-02-11,Basic,9.99,active
11518,2025-02-08,Basic,9.99,active
11519,2025-02-13,Standard,14.99,active
11525,2025-02-08,Standard,14.99,active
11535,2025-02-09,Basic,9.99,active
11538,2025-02-12,Standard,14.99,active
11551,2025-02-08,Basic,9.99,active
11552,2025-02-11,Standard,14.99,active
11558,2025-02-13,Standard,14.99,active
11559,2025-02-10,Premium,19.99,active
11562,2025-02-11,Premium,19.99,active
11563,2025-02-09,Premium,19.99,active
11570,2025-02-12,Basic,9.99,active
11579,2025-02-10,Basic,9.99,active
11580,2025-02-10,Premium,19.99,active
11586,2025-02-12,Standard,14.99,active
11587,2025-02-12,Basic,9.99,active
11589,2025-02-14,Standard,14.99,active
11590,2025-02-13,Basic,9.99,active
11591,2025-02-09,Basic,9.99,active
11593,2025-02-14,Basic,9.99,active
11604,2025-02-09,Standard,14.99,active
11606,2025-02-08,Standard,14.99,active
11614,2025-02-11,Basic,9.99,active
11615,2025-02-10,Standard,14.99,active
11624,2025-02-11,Basic,9.99,active
11625,2025-02-10,Standard,14.99,active
11641,2025-02-11,Standard,14.99,active
11644,2025-02-13,Basic,9.99,active
11647,2025-02-13,Basic,9.99,active
11649,2025-02-08,Standard,14.99,active
11650,2025-02-10,Basic,9.99,active
11652,2025-02-12,Standard,14.99,active
11656,2025-02-11,Basic,9.99,active
11660,2025-02-10,Standard,14.99,active
11670,2025-02-13,Basic,9.99,active
11678,2025-02-08,Standard,14.99,active
11684,2025-02-10,Standard,14.99,active
11686,2025-02-10,Standard,14.99,active
11689,2025-02-10,Premium,19.99,active
11690,2025-02-09,Basic,9.99,active
11697,2025-02-10,Basic,9.99,active
11700,2025-02-10,Standard,14.99,active
11706,2025-02-15,Premium,19.99,active
11707,2025-02-13,Premium,19.99,active
11717,2025-02-11,Basic,9.99,active
11725,2025-02-10,Standard,14.99,active
11728,2025-02-13,Standard,14.99,active
11731,2025-02-10,Basic,9.99,active
11739,2025-02-15,Basic,9.99,active
11740,2025-02-09,Standard,14.99,active
11749,2025-02-14,Basic,9.99,active
11750,2025-02-09,Basic,9.99,active
11756,2025-02-11,Standard,14.99,active
11757,2025-02-13,Standard,14.99,active
11761,2025-02-09,Basic,9.99,active
11762,2025-02-15,Basic,9.99,active
11772,2025-02-12,Basic,9.99,active
11779,2025-02-12,Basic,9.99,active
11782,2025-02-15,Basic,9.99,active
11787,2025-02-15,Basic,9.99,active
11793,2025-02-14,Standard,14.99,active
11798,2025-02-14,Standard,14.99,active
11804,2025-02-14,Standard,14.99,active
11814,2025-02-15,Standard,14.99,active
11816,2025-02-13,Basic,9.99,active
11822,2025-02-15,Premium,19.99,active
11823,2025-02-12,Standard,14.99,active
11824,2025-02-15,Basic,9.99,active
11827,2025-02-15,Basic,9.99,active
11834,2025-02-13,Standard,14.99,active
11840,2025-02-15,Standard,14.99,active
11852,2025-02-11,Basic,9.99,active
11864,2025-02-14,Standard,14.99,active
11868,2025-02-11,Standard,14.99,active
11869,2025-02-15,Basic,9.99,active
11874,2025-02-09,Basic,9.99,active
11875,2025-02-14,Basic,9.99,active
11879,2025-02-14,Standard,14.99,active
11886,2025-02-12,Standard,14.99,active
11895,2025-02-10,Basic,9.99,active
11896,2025-02-14,Basic,9.99,active
11909,2025-02-11,Basic,9.99,active
11915,2025-02-12,Basic,9.99,active
11919,2025-02-10,Standard,14.99,active
11925,2025-02-10,Basic,9.99,active
11934,2025-02-14,Premium,19.99,active
11957,2025-02-14,Basic,9.99,active
11959,2025-02-14,Standard,14.99,active
11961,2025-02-14,Standard,14.99,active
11962,2025-02-13,Basic,9.99,active
11963,2025-02-12,Basic,9.99,active
11966,2025-02-14,Standard,14.99,active
11976,2025-02-15,Basic,9.99,active
11983,2025-02-13,Standard,14.99,active
11995,2025-02-12,Standard,14.99,active
11996,2025-02-14,Basic,9.99,active
12000,2025-02-15,Standard,14.99,active
12003,2025-02-13,Standard,14.99,active
12004,2025-02-16,Standard,14.99,active
12005,2025-02-16,Standard,14.99,active
12009,2025-02-16,Premium,19.99,active
12017,2025-02-15,Premium,19.99,active
12024,2025-02-16,Standard,14.99,active
12032,2025-02-12,Basic,9.99,active
12040,2025-02-14,Standard,14.99,active
12062,2025-02-12,Premium,19.99,active
12063,2025-02-14,Standard,14.99,active
12064,2025-02-13,Standard,14.99,active
12067,2025-02-14,Premium,19.99,active
12070,2025-02-10,Basic,9.99,active
12073,2025-02-10,Standard,14.99,active
12074,2025-02-14,Standard,14.99,active
12075,2025-02-14,Standard,14.99,active
12081,2025-02-11,Standard,14.99,active
12082,2025-02-10,Basic,9.99,active
12094,2025-02-11,Basic,9.99,active
12097,2025-02-11,Basic,9.99,active
12099,2025-02-12,Standard,14.99,active
12102,2025-02-15,Basic,9.99,active
12111,2025-02-16,Premium,19.99,active
12127,2025-02-14,Premium,19.99,active
12129,2025-02-11,Standard,14.99,active
12130,2025-02-14,Basic,9.99,active
12133,2025-02-10,Standard,14.99,active
12138,2025-02-13,Basic,9.99,active
12141,2025-02-14,Basic,9.99,active
12153,2025-02-13,Basic,9.99,active
12163,2025-02-16,Basic,9.99,active
12165,2025-02-10,Standard,14.99,active
12168,2025-02-16,Premium,19.99,active
12172,2025-02-10,Basic,9.99,active
12173,2025-02-15,Basic,9.99,active
12175,2025-02-12,Basic,9.99,active
12177,2025-02-10,Basic,9.99,active
12182,2025-02-10,Basic,9.99,active
12197,2025-02-16,Standard,14.99,active
12198,2025-02-11,Standard,14.99,active
12201,2025-02-15,Standard,14.99,active
12205,2025-02-12,Premium,19.99,active
12209,2025-02-13,Basic,9.99,active
12213,2025-02-11,Standard,14.99,active
12219,2025-02-16,Standard,14.99,active
12221,2025-02-10,Standard,14.99,active
12226,2025-02-14,Basic,9.99,active
12236,2025-02-15,Basic,9.99,active
12237,2025-02-12,Standard,14.99,active
12240,2025-02-11,Basic,9.99,active
12250,2025-02-16,Premium,19.99,active
12255,2025-02-16,Basic,9.99,active
12257,2025-02-12,Standard,14.99,active
12274,2025-02-15,Basic,9.99,active
12276,2025-02-12,Standard,14.99,active
12286,2025-02-11,Standard,14.99,active
12294,2025-02-12,Basic,9.99,active
12300,2025-02-14,Standard,14.99,active
12301,2025-02-11,Basic,9.99,active
12304,2025-02-11,Premium,19.99,active
12306,2025-02-12,Basic,9.99,active
12312,2025-02-11,Basic,9.99,active
12323,2025-02-12,Standard,14.99,active
12325,2025-02-14,Basic,9.99,active
12330,2025-02-11,Basic,9.99,active
12344,2025-02-17,Standard,14.99,active
12354,2025-02-14,Basic,9.99,active
12355,2025-02-14,Standard,14.99,active
12368,2025-02-14,Standard,14.99,active
12371,2025-02-12,Basic,9.99,active
12378,2025-02-12,Standard,14.99,active
12380,2025-02-11,Premium,19.99,active
12385,2025-02-13,Standard,14.99,active
12393,2025-02-11,Basic,9.99,active
12400,2025-02-17,Basic,9.99,active
12402,2025-02-14,Basic,9.99,active
12414,2025-02-11,Basic,9.99,active
12426,2025-02-11,Basic,9.99,active
12428,2025-02-17,Basic,9.99,active
12431,2025-02-14,Standard,14.99,active
12435,2025-02-14,Basic,9.99,active
12457,2025-02-16,Premium,19.99,active
12471,2025-02-16,Basic,9.99,active
12475,2025-02-17,Premium,19.99,active
12480,2025-02-17,Standard,14.99,active
12482,2025-02-13,Standard,14.99,active
12489,2025-02-11,Premium,19.99,active
12503,2025-02-12,Standard,14.99,active
12509,2025-02-12,Basic,9.99,active
12524,2025-02-16,Basic,9.99,active
12530,2025-02-14,Premium,19.99,active
12534,2025-02-11,Basic,9.99,active
12542,2025-02-16,Basic,9.99,active
12546,2025-02-14,Premium,19.99,active
12565,2025-02-12,Premium,19.99,active
12566,2025-02-12,Basic,9.99,active
12573,2025-02-17,Basic,9.99,active
12575,2025-02-17,Basic,9.99,active
12578,2025-02-12,Basic,9.99,active
12587,2025-02-14,Basic,9.99,active
12601,2025-02-17,Basic,9.99,active
12607,2025-02-13,Basic,9.99,active
12616,2025-02-12,Standard,14.99,active
12620,2025-02-14,Standard,14.99,active
12622,2025-02-16,Standard,14.99,active
12624,2025-02-16,Premium,19.99,active
12625,2025-02-12,Standard,14.99,active
12629,2025-02-17,Standard,14.99,active
12633,2025-02-17,Premium,19.99,active
12634,2025-02-18,Basic,9.99,active
12639,2025-02-13,Basic,9.99,active
12649,2025-02-13,Standard,14.99,active
12651,2025-02-15,Basic,9.99,active
12658,2025-02-13,Standard,14.99,active
12659,2025-02-18,Standard,14.99,active
12663,2025-02-17,Basic,9.99,active
12666,2025-02-16,Basic,9.99,active
12668,2025-02-14,Premium,19.99,active
12676,2025-02-16,Basic,9.99,active
12684,2025-02-18,Premium,19.99,active
12691,2025-02-14,Standard,14.99,active
12697,2025-02-12,Basic,9.99,active
12701,2025-02-13,Basic,9.99,active
12704,2025-02-17,Standard,14.99,active
12706,2025-02-14,Premium,19.99,active
12730,2025-02-16,Standard,14.99,active
12733,2025-02-18,Basic,9.99,active
12735,2025-02-18,Basic,9.99,active
12743,2025-02-12,Basic,9.99,active
12744,2025-02-13,Standard,14.99,active
12747,2025-02-18,Basic,9.99,active
12751,2025-02-13,Standard,14.99,active
12753,2025-02-18,Premium,19.99,active
12755,2025-02-17,Standard,14.99,active
12759,2025-02-14,Standard,14.99,active
12760,2025-02-12,Basic,9.99,active
12770,2025-02-16,Premium,19.99,active
12772,2025-02-14,Basic,9.99,active
12773,2025-02-12,Standard,14.99,active
12776,2025-02-14,Basic,9.99,active
12791,2025-02-15,Basic,9.99,active
12793,2025-02-17,Basic,9.99,active
12795,2025-02-16,Standard,14.99,active
12802,2025-02-17,Premium,19.99,active
12813,2025-02-17,Basic,9.99,active
12819,2025-02-18,Basic,9.99,active
12821,2025-02-16,Basic,9.99,active
12829,2025-02-18,Standard,14.99,active
12836,2025-02-13,Premium,19.99,active
12841,2025-02-12,Basic,9.99,active
12850,2025-02-18,Standard,14.99,active
12859,2025-02-18,Premium,19.99,active
12861,2025-02-17,Basic,9.99,active
12862,2025-02-13,Basic,9.99,active
12863,2025-02-13,Basic,9.99,active
12872,2025-02-14,Basic,9.99,active
12879,2025-02-15,Premium,19.99,active
12883,2025-02-18,Basic,9.99,active
12886,2025-02-17,Basic,9.99,active
12900,2025-02-18,Standard,14.99,active
12901,2025-02-18,Standard,14.99,active
12909,2025-02-16,Standard,14.99,active
12910,2025-02-19,Basic,9.99,active
12916,2025-02-14,Standard,14.99,active
12922,2025-02-16,Basic,9.99,active
12935,2025-02-13,Standard,14.99,active
12960,2025-02-17,Standard,14.99,active
12963,2025-02-19,Basic,9.99,active
12966,2025-02-14,Standard,14.99,active
12967,2025-02-14,Premium,19.99,active
12970,2025-02-19,Standard,14.99,active
12973,2025-02-15,Premium,19.99,active
12984,2025-02-16,Basic,9.99,active
12986,2025-02-13,Standard,14.99,active
12996,2025-02-16,Basic,9.99,active
13004,2025-02-15,Basic,9.99,active
13005,2025-02-14,Standard,14.99,active
13020,2025-02-18,Standard,14.99,active
13024,2025-02-15,Premium,19.99,active
13028,2025-02-16,Basic,9.99,active
13053,2025-02-13,Standard,14.99,active
13064,2025-02-13,Standard,14.99,active
13065,2025-02-16,Basic,9.99,active
13066,2025-02-18,Standard,14.99,active
13093,2025-02-18,Basic,9.99,active
13096,2025-02-18,Basic,9.99,active
13097,2025-02-19,Basic,9.99,active
13106,2025-02-16,Basic,9.99,active
13117,2025-02-14,Basic,9.99,active
13122,2025-02-14,Standard,14.99,active
13124,2025-02-13,Basic,9.99,active
13133,2025-02-18,Premium,19.99,active
13141,2025-02-16,Standard,14.99,active
13150,2025-02-14,Basic,9.99,active
13154,2025-02-14,Standard,14.99,active
13161,2025-02-18,Basic,9.99,active
13165,2025-02-18,Standard,14.99,active
13183,2025-02-19,Standard,14.99,active
13186,2025-02-18,Standard,14.99,active
13195,2025-02-14,Basic,9.99,active
13201,2025-02-20,Standard,14.99,active
13207,2025-02-19,Standard,14.99,active
13209,2025-02-16,Standard,14.99,active
13221,2025-02-18,Standard,14.99,active
13227,2025-02-14,Standard,14.99,active
13233,2025-02-18,Standard,14.99,active
13236,2025-02-17,Basic,9.99,active
13244,2025-02-17,Standard,14.99,active
13246,2025-02-19,Standard,14.99,active
13247,2025-02-19,Basic,9.99,active
13254,2025-02-18,Standard,14.99,active
13280,2025-02-15,Standard,14.99,active
13292,2025-02-14,Standard,14.99,active
13297,2025-02-20,Standard,14.99,active
13302,2025-02-20,Standard,14.99,active
13313,2025-02-18,Basic,9.99,active
13317,2025-02-17,Basic,9.99,active
13320,2025-02-18,Standard,14.99,active
13322,2025-02-20,Standard,14.99,active
13325,2025-02-15,Basic,9.99,active
13329,2025-02-16,Standard,14.99,active
13330,2025-02-15,Standard,14.99,active
13343,2025-02-15,Basic,9.99,active
13353,2025-02-17,Basic,9.99,active
13361,2025-02-19,Premium,19.99,active
13365,2025-02-14,Basic,9.99,active
13368,2025-02-15,Standard,14.99,active
13379,2025-02-15,Standard,14.99,active
13380,2025-02-19,Standard,14.99,active
13386,2025-02-14,Standard,14.99,active
13389,2025-02-15,Basic,9.99,active
13398,2025-02-16,Premium,19.99,active
13400,2025-02-15,Basic,9.99,active
13402,2025-02-18,Basic,9.99,active
13421,2025-02-14,Basic,9.99,active
13436,2025-02-19,Basic,9.99,active
13439,2025-02-17,Basic,9.99,active
13444,2025-02-18,Basic,9.99,active
13446,2025-02-15,Basic,9.99,active
